In1 , In2 , In3 , In4 , Out
1 , 5.9568476881 , 70.2218921225 , 1 , 1059.8455924
1 , 6.15413075542 , 24.7799368443 , 0 , 61.5486513932
1 , 6.67149629193 , 74.782774254 , 0 , 66.8120224273
0 , 9.28135409139 , 2.64419672061 , 0 , 93.1817850871
1 , 7.17992908838 , 57.3847417284 , 1 , 1072.27284405
1 , 8.59708821399 , 96.0295531016 , 0 , 86.5831584465
1 , 8.9845867791 , 56.3493471965 , 1 , 1090.2324961
0 , 0.870162567021 , 40.3056367586 , 0 , 9.04345366623
1 , 3.60310189316 , 34.2552616378 , 1 , 1036.11548329
1 , 9.58971539139 , 89.29329858 , 0 , 96.316699467
0 , 6.15598605252 , 77.4412121709 , 1 , 62.0946874129
0 , 1.96374852342 , 44.7820868105 , 0 , 19.8979002198
0 , 8.28540370329 , 36.910338908 , 0 , 83.0056310209
1 , 7.68164739301 , 18.6718706608 , 0 , 77.4304332007
0 , 6.60660899159 , 20.2672959662 , 1 , 66.5297491255
1 , -1 , 7.35498678211 , 1 , 1024.85199057
1 , 1.79053626804 , 80.0309288258 , 0 , 18.0151028369
1 , 7.46406480455 , 35.5280736075 , 0 , 75.0946373207
0 , 7.0495773952 , 89.2238190015 , 1 , 71.0364721167
1 , 1.39648836636 , 27.1994580972 , 1 , 1014.59655076
1 , 6.99077180721 , 13.6240115158 , 0 , 70.5515412509
1 , 3.11068919939 , 9.2072044848 , 0 , 31.2636816217
1 , 4.43015200014 , 60.8487154062 , 0 , 44.8221394508
1 , 6.68011131751 , 3.29357094372 , 1 , 1067.46792928
0 , 5.02243488491 , 90.9808532452 , 1 , 50.358393685
1 , 2.65993038161 , 41.4397660567 , 0 , 26.7809572757
1 , 7.31261372056 , 74.716514381 , 0 , 73.789222254
1 , 5.35345092428 , 24.0699921711 , 1 , 1053.63237982
1 , 9.77474601817 , 78.7125950089 , 0 , 98.0457184331
0 , 0.751696554933 , 33.2818155386 , 1 , 8.16628717399
0 , 4.53417778924 , 0.4571519075 , 0 , 45.7331556653
0 , 5.72637528765 , 22.8292054272 , 1 , 57.5430821866
1 , 6.0460912521 , 50.5299723613 , 0 , 60.5556698813
0 , 0.877966362024 , 21.735246467 , 1 , 8.80257531905
0 , 6.39087130398 , 41.067397157 , 0 , 64.1208377843
1 , 3.87259600127 , 59.8693472317 , 0 , 39.3819752191
1 , 7.38420151943 , 14.5974136792 , 0 , 74.5311806779
0 , 9.15834449785 , 27.6254032638 , 0 , 92.1559785527
1 , 8.65994831094 , 28.2876809944 , 0 , 86.8517637755
0 , 8.72422868705 , 94.6865810184 , 0 , 87.5815867819
0 , 1.03438599545 , 20.0277944064 , 1 , 10.9676809535
1 , 7.95197070586 , 17.6112699999 , 1 , 1079.85634677
1 , 6.63499989962 , 45.2490388873 , 1 , 1066.8561503
1 , 7.57796662189 , 16.8092448429 , 0 , 76.0660546313
1 , 5.62896252296 , 83.7232667291 , 0 , 56.7809123248
1 , 7.65774317311 , 76.5382036667 , 0 , 77.2648017664
0 , 3.3615317867 , 16.9660110203 , 0 , 34.0290685212
0 , 8.27993983484 , 11.7761108099 , 0 , 83.200944575
1 , 6.88094480538 , 27.8240497189 , 1 , 1068.86833206
1 , 4.4935328784 , 44.744981859 , 0 , 44.9715288265
0 , 5.32866068782 , 64.6229905626 , 1 , 53.9847851603
0 , 9.70372595968 , 33.6513705434 , 1 , 97.6397067415
0 , 2.22645889632 , 5.74128470341 , 1 , 22.4571772791
0 , 9.42332767622 , 88.3444801194 , 1 , 94.3418568599
0 , 8.34030260109 , 79.2955650422 , 1 , 83.7836547137
1 , 3.86617480708 , 28.2595238612 , 1 , 1038.9562582
0 , 6.54278955075 , 81.8158433598 , 1 , 65.5809264567
1 , 8.40749701865 , 23.2672813649 , 0 , 84.4650954673
1 , 1.48380195646 , 51.4000078333 , 1 , 1015.50128902
1 , 3.78144262153 , 7.54611998395 , 0 , 38.3715566362
1 , 0.981312094082 , 16.5896180248 , 1 , 1010.11047967
0 , 7.45871098363 , 60.8458429554 , 0 , 74.9241887986
0 , 8.18030128232 , 77.5677872546 , 0 , 82.4331582429
0 , 6.61286019914 , 57.5925374843 , 0 , 66.3081597063
0 , 2.39024696438 , 5.23168501991 , 1 , 24.2032084706
0 , 9.05518642325 , 92.7989229108 , 1 , 91.0563429733
0 , 8.59564332915 , 38.8810696344 , 0 , 86.2851446796
0 , 5.04230147795 , 74.7257009802 , 1 , 50.658042915
0 , 2.20958682043 , 80.9060934289 , 0 , 22.3530398023
0 , 2.13782202691 , 85.4199493562 , 0 , 21.7350587996
1 , 0.949486642247 , 56.9574813696 , 0 , 9.52089802283
1 , 9.52746158619 , 75.0852372253 , 0 , 95.4424317426
0 , 7.19341379349 , 7.44392291786 , 0 , 72.4213178939
1 , 6.59607527684 , 80.5418286719 , 1 , 1066.0870423
1 , 6.85219542766 , 92.4141420484 , 1 , 1069.05594445
0 , 6.33318521828 , 49.0976099864 , 0 , 63.4020616316
0 , 1.50400466064 , 95.6245181278 , 0 , 15.2627141435
1 , 9.12295963565 , 21.5131997757 , 1 , 1091.42339211
0 , 8.50187430556 , 5.63940290957 , 0 , 85.5845764256
0 , 7.93545787461 , 42.4889677629 , 1 , 79.752968802
0 , 8.5524682985 , 62.1613460222 , 0 , 85.5589579469
1 , 4.35370187115 , 88.3385232587 , 0 , 44.096487891
0 , 8.51929041959 , 79.0391869686 , 1 , 85.4907449919
0 , 9.09772892212 , 78.0018170272 , 1 , 91.2367245972
0 , 4.32599300071 , 20.2624482582 , 0 , 43.9378694088
0 , 1.36461189059 , 83.6712821941 , 1 , 13.9772600035
0 , 5.28237064792 , 15.0283403292 , 1 , 52.8927192498
0 , 9.40889434707 , 44.5447653089 , 0 , 94.3160292529
1 , 9.22198479273 , 0.357799499418 , 1 , 1092.45041298
0 , 9.45969389004 , 7.77764222397 , 0 , 94.7528587119
1 , 2.80907707151 , 79.2067389892 , 1 , 1028.1758501
1 , 9.86018408758 , 74.3223768466 , 0 , 98.6837366512
0 , 1.55458699938 , 90.6512158918 , 0 , 16.2266082707
0 , 4.52742332712 , 9.51199929581 , 1 , 45.3541624181
0 , 7.08021462106 , 45.8369438284 , 1 , 71.4636936487
0 , 5.00024194304 , 16.2395971592 , 0 , 50.5733189248
0 , 8.82244973805 , 81.0743680561 , 1 , 88.5515599278
1 , 3.54165968223 , 94.4751393124 , 1 , 1035.46042361
0 , 3.17335867353 , 93.6075722246 , 0 , 32.3942943407
0 , 8.73543962624 , 33.8292723214 , 1 , 87.5175273817
1 , 7.24735516688 , 20.6740651048 , 0 , 73.1090060331
1 , 5.52959042645 , 35.4113790365 , 1 , 1055.54755147
0 , 3.85691063984 , 32.6357091584 , 1 , 38.8218594041
0 , 8.9118581522 , 64.4125938524 , 1 , 89.7000245408
0 , 5.51686753922 , 95.1977625377 , 0 , 55.4584650388
0 , 9.54046790021 , 2.97158972868 , 1 , 95.5158924699
0 , 3.09430294294 , 77.1122491422 , 0 , 31.0592503088
1 , 8.44985515033 , 68.6636959529 , 1 , 1084.72048245
1 , 7.33254360374 , 93.9959202853 , 1 , 1073.56694403
1 , 4.63617338117 , 28.5647625539 , 0 , 46.8452896305
1 , 1.92698629522 , 59.0528552034 , 1 , 1019.62207932
1 , 5.87550675746 , 65.0427825283 , 0 , 59.3138518931
1 , -1 , 57.6253903912 , 0 , 92.3415552868
0 , 1.90818585303 , 43.5704796185 , 0 , 19.6540767396
0 , 8.49550911558 , 14.7465030362 , 1 , 85.1136559548
0 , 8.61572922679 , 71.7657286155 , 0 , 86.2846434346
0 , 6.54446283157 , 4.6992661561 , 0 , 65.6760435424
1 , 1.15816191609 , 92.4030168304 , 0 , 11.9538858541
0 , 3.90040150293 , 63.3530376596 , 0 , 39.4958502646
1 , 6.25418304599 , 0.624272761111 , 1 , 1063.05427023
0 , 4.7260241377 , 28.8962261467 , 0 , 47.8591573272
0 , -1 , 49.8952320883 , 0 , 84.5210415006
0 , -1 , 92.0542567845 , 1 , 70.2761845308
1 , 8.07729989412 , 61.3702175811 , 0 , 81.4668711297
1 , 5.88992033067 , 15.7105557866 , 0 , 59.5455217481
1 , 4.76768535241 , 23.8662615678 , 0 , 47.8186233925
0 , 5.52684678115 , 71.2593715061 , 0 , 55.7868428568
0 , 3.37099316999 , 62.9454989003 , 1 , 34.1588396714
1 , 2.80940614709 , 65.8320061381 , 0 , 28.2972981798
1 , 7.10576695667 , 65.8929508455 , 0 , 71.7483780315
0 , 9.41942963665 , 41.9979354911 , 0 , 94.4970239608
0 , 2.37190150575 , 81.4486618088 , 1 , 24.1594837202
1 , 5.8489348672 , 20.0543316391 , 1 , 1058.53621898
1 , 1.09731974988 , 87.4644267614 , 1 , 1011.07453387
0 , 2.53165461462 , 32.1166192388 , 0 , 25.7234420089
1 , 6.19598764712 , 17.388976881 , 1 , 1062.53218091
1 , 1.15224698907 , 92.4306112574 , 0 , 12.055864947
0 , 4.44582056889 , 1.62328664458 , 0 , 44.794949783
0 , 1.79879860332 , 93.5321203046 , 1 , 18.6108348921
0 , 9.75436094996 , 49.642932624 , 0 , 97.9400415773
0 , 6.29597967382 , 44.840438015 , 0 , 63.0240590747
0 , 9.86698713092 , 32.4919862741 , 1 , 99.1356089996
1 , 1.31336973477 , 61.7016571789 , 0 , 13.3428789711
0 , 4.17883927654 , 78.5711507467 , 0 , 42.0831314043
1 , 0.857469509702 , 64.393477873 , 1 , 1009.07606279
1 , 8.66354857157 , 73.2517669385 , 0 , 86.7882546687
0 , 9.04642616614 , 97.1161312752 , 1 , 91.1078527576
1 , 3.07136163319 , 57.0898428241 , 0 , 31.0661465785
1 , 4.18643895574 , 69.8794787327 , 1 , 1042.47504589
1 , 2.35075884143 , 1.77960612306 , 1 , 1023.56773125
0 , 2.41056984506 , 34.3911759059 , 0 , 24.6973940759
0 , 9.67897541876 , 1.24778777549 , 0 , 97.4243034379
1 , 7.0545463598 , 39.0045055368 , 1 , 1071.00862793
1 , 3.24797244972 , 18.0025505465 , 1 , 1032.88110615
0 , 3.33342031265 , 45.271364069 , 1 , 33.5802365167
1 , 5.40054725816 , 91.1823304041 , 1 , 1054.27266599
0 , 2.92053558642 , 63.7361319129 , 1 , 29.8897529743
1 , 2.80630911077 , 76.8460837597 , 1 , 1028.13796822
0 , 2.18548932644 , 0.912188689465 , 0 , 21.9539002498
0 , 7.14550671262 , 95.7635415126 , 1 , 71.6722293033
0 , 7.77712675152 , 49.0728599897 , 0 , 78.2940335837
1 , 6.14593351075 , 33.3650171428 , 0 , 61.6966461532
1 , 8.38813653753 , 51.0534240064 , 0 , 84.5233298393
1 , 6.72805467523 , 5.27804801054 , 0 , 67.3143369806
0 , 3.0385517082 , 1.63184315616 , 0 , 30.6336870227
0 , 3.18892679889 , 52.1754779235 , 0 , 31.9319704457
1 , 9.23034083204 , 51.3388248675 , 1 , 1092.53863216
0 , 1.15571220255 , 17.459585174 , 1 , 11.7175186438
0 , 5.41208293385 , 26.8799876911 , 1 , 54.1311618252
1 , 7.12077837817 , 74.1212644261 , 1 , 1071.68657293
0 , 3.82740707151 , 14.4229641849 , 0 , 38.8543927085
1 , 7.5182032401 , 24.478566306 , 0 , 75.6785705285
0 , 7.27361728262 , 59.5348261696 , 1 , 73.0688670974
0 , 6.95744495122 , 64.1414765788 , 1 , 70.2429148917
1 , 9.42822858367 , 26.1733160696 , 1 , 1094.77635489
1 , 9.60916227683 , 5.07077842449 , 0 , 96.7148199785
1 , 8.56195419459 , 87.6822274733 , 1 , 1086.17269133
1 , 5.13432656657 , 81.5637565984 , 0 , 51.5299977049
1 , 1.72720717537 , 86.0674612082 , 1 , 1017.69338291
0 , 4.59938102793 , 23.0937781435 , 0 , 46.4222827284
1 , 7.96209030559 , 32.0716642302 , 0 , 80.2497621682
1 , 1.12266982423 , 73.7031244576 , 0 , 11.681020714
1 , 0.879097630362 , 12.6889963707 , 0 , 9.12158203398
0 , 8.39633896478 , 12.566663186 , 0 , 84.6285402179
0 , 7.65949645907 , 1.07448348067 , 0 , 77.1203534642
0 , 8.93752843432 , 56.1895497328 , 1 , 89.7487235994
1 , 6.96792116558 , 91.0238952709 , 0 , 70.2318248438
0 , 1.9322560533 , 74.8897455149 , 0 , 19.4770991105
0 , 2.21690651611 , 39.951556968 , 1 , 22.1953374429
0 , 4.19139470128 , 94.9050416641 , 1 , 42.2032012288
0 , 7.37233329789 , 57.8194330506 , 0 , 73.7335456335
1 , 2.22900397805 , 55.1535067119 , 1 , 1022.34899761
0 , 5.71013256657 , 35.0791682826 , 0 , 57.4370598572
0 , 4.820269152 , 71.1290104542 , 1 , 48.3880234334
0 , 4.40174314087 , 53.4774445402 , 0 , 44.3881346572
0 , 6.16394484904 , 92.8874082128 , 1 , 61.680760511
1 , 4.7014614545 , 24.1512185458 , 1 , 1047.16273838
1 , 1.80699395387 , 72.4637765414 , 0 , 18.5825552503
1 , 6.7919734886 , 36.146355762 , 1 , 1068.51187752
1 , 6.95463456173 , 88.6728502227 , 1 , 1069.93504988
1 , 0.81813022429 , 64.8604723722 , 1 , 1008.33629293
1 , 1.53009714198 , 81.8395491571 , 1 , 1015.72182357
1 , 2.56406237282 , 95.3677496473 , 1 , 1025.68582728
0 , 6.30765496993 , 69.9404369219 , 0 , 63.6576580258
1 , 8.99514600737 , 50.1724873657 , 0 , 90.5315375162
0 , 1.19648812156 , 55.9005771927 , 0 , 12.6624894508
0 , 7.54094572798 , 41.4298721886 , 1 , 75.567972689
0 , 6.01093594279 , 0.30661951485 , 1 , 60.7897626293
1 , 5.55067758407 , 84.7211926695 , 1 , 1056.04732101
1 , 5.78373825356 , 58.0793683933 , 0 , 58.3148371737
0 , 4.19984437178 , 28.6725071141 , 0 , 42.5894066649
0 , 5.88808135812 , 89.9679580239 , 0 , 59.438048799
1 , 6.64552352766 , 45.6278394404 , 1 , 1067.0698242
0 , 6.85975282503 , 30.1188632018 , 1 , 68.9740709282
0 , 3.89762390078 , 88.7478427431 , 0 , 39.5341722964
1 , 8.34235734268 , 36.4990702405 , 0 , 84.0443092103
1 , 3.85387275393 , 85.4613520605 , 0 , 38.7141581372
1 , 7.02433183237 , 59.581795812 , 1 , 1070.92690601
1 , 4.17149056678 , 8.77696908776 , 0 , 42.0190945077
0 , 0.825078892425 , 26.4597396982 , 0 , 8.8741668642
0 , 1.95641492248 , 45.592761695 , 1 , 20.020527357
0 , 9.64522403548 , 64.1584227118 , 1 , 96.9775454091
0 , 4.35030836176 , 36.5240387927 , 0 , 43.9702138828
0 , 1.19084233337 , 83.3644051982 , 1 , 12.3541816231
0 , 5.01114508719 , 73.9514577347 , 1 , 50.3471425438
1 , 8.84845847594 , 34.6625476838 , 0 , 88.8384672387
1 , 8.13742192839 , 26.3322780978 , 1 , 1081.78919707
0 , 7.78646404915 , 37.5206484611 , 0 , 78.5430272778
0 , 7.0200308316 , 82.1656192597 , 0 , 70.2933652029
1 , 6.17292940065 , 18.4722994472 , 0 , 61.9658105122
1 , 6.55235860985 , 61.4330282745 , 0 , 66.1272626404
1 , 4.96822838264 , 88.7239122053 , 0 , 49.8361796935
1 , 1.4614101106 , 92.1401318284 , 1 , 1014.66354674
1 , 3.77030279843 , 77.5574971341 , 0 , 37.9515495362
1 , 9.62140014962 , 85.5970117824 , 1 , 1096.35074946
1 , 3.07443217276 , 4.01609300983 , 1 , 1031.23069181
1 , 8.5791486284 , 25.8451714815 , 0 , 86.3510443705
1 , 2.2176691707 , 25.8300574076 , 0 , 22.4037803999
0 , 4.32739961714 , 65.6600851363 , 0 , 43.7649792311
0 , 1.62956320133 , 38.7514218553 , 1 , 16.863722044
0 , 6.47206802049 , 53.0055922483 , 0 , 65.0396425993
1 , 4.24284361696 , 89.1553914761 , 0 , 42.99659424
0 , 3.23671527199 , 37.3860242168 , 1 , 32.7828131937
0 , 9.84885665203 , 60.5844714163 , 1 , 98.9773059844
0 , 7.21552986224 , 70.8578703326 , 1 , 72.5737330721
0 , 2.18455839062 , 23.8330238101 , 0 , 22.4057480708
0 , 4.58511337982 , 24.2241298714 , 1 , 45.9887462789
0 , 0.932286715506 , 1.35717228482 , 0 , 9.42215238935
1 , 0.927611351055 , 80.4604905545 , 0 , 9.60648413479
1 , 9.86044345683 , 86.3719640986 , 0 , 99.2673088156
1 , 5.04473006539 , 56.2850189719 , 0 , 50.9266907543
1 , 3.14999877932 , 84.039272164 , 0 , 31.917527786
1 , 8.71460822114 , 11.8464593356 , 1 , 1087.27898253
1 , 8.42573563645 , 91.8592971872 , 1 , 1084.73312801
1 , 1.61079367083 , 37.1500866988 , 1 , 1016.24384114
0 , 5.59346653117 , 5.84115418249 , 1 , 56.5364561647
0 , 1.96186774876 , 58.5887822944 , 1 , 19.6327947934
0 , 3.14641895189 , 71.3614212275 , 0 , 31.720193949
1 , 4.3756799113 , 44.1752489789 , 1 , 1044.08065735
0 , 4.49766880502 , 22.9656692129 , 0 , 45.5661475677
0 , 5.5416730663 , 87.1853290302 , 1 , 55.8245818583
0 , 2.81782905658 , 17.8331745329 , 1 , 28.6016320326
0 , 2.37519101109 , 15.2151802771 , 0 , 24.3024670573
0 , 7.85827836796 , 0.870113842365 , 0 , 78.9837008459
0 , 2.26234990941 , 1.59933955827 , 0 , 23.2415910906
0 , 1.46506050576 , 93.2668359532 , 0 , 14.8576446259
0 , 1.31373617531 , 18.6971448611 , 1 , 13.7377678691
0 , 2.44213624279 , 70.5141836849 , 1 , 24.5804106194
0 , 2.44498648316 , 28.3982346738 , 1 , 24.5202789559
1 , 1.45744579202 , 51.8835015436 , 0 , 14.9720432925
1 , -1 , 85.2960484656 , 1 , 1028.76438172
0 , 2.34722376356 , 68.278538211 , 1 , 23.9454127508
1 , 4.29393806443 , 71.9519835595 , 0 , 43.274800565
0 , 2.68311950029 , 76.5739647732 , 1 , 26.9734727115
0 , 9.48379061472 , 37.7375221775 , 0 , 95.5011222801
0 , 4.30128484314 , 57.2928543419 , 0 , 43.3491245859
1 , 1.4474533554 , 37.7373046625 , 1 , 1014.85652681
1 , 3.38285243825 , 2.83939116724 , 1 , 1033.89252682
1 , 2.54342940059 , 57.2541797117 , 0 , 25.7798928892
1 , 3.97530128538 , 29.8930027568 , 0 , 40.4363738471
0 , 6.96524814812 , 18.3838722339 , 0 , 69.6829070677
1 , 5.69362514824 , 43.6112942766 , 0 , 57.1932301364
1 , 0.861988157052 , 68.7067902618 , 1 , 1009.29818581
0 , 8.46115825984 , 24.5537522953 , 1 , 84.7615274055
1 , 5.63324260563 , 44.481647759 , 0 , 56.7375865137
1 , 4.35791877557 , 8.28261262845 , 1 , 1043.91347619
1 , 9.349631768 , 39.0396279178 , 1 , 1093.76556936
1 , 2.9713482769 , 62.5867998771 , 0 , 30.2012840806
0 , 2.89044262339 , 79.6009986531 , 1 , 29.5610152115
0 , 6.4943208993 , 13.1802655735 , 0 , 65.3517373036
0 , 6.2008456334 , 64.3993242774 , 1 , 62.3078416292
0 , 1.06015552372 , 59.9542667302 , 0 , 10.9458289849
1 , 9.49662424133 , 80.8385449973 , 1 , 1095.22468142
1 , 7.89930323086 , 42.5199163043 , 0 , 79.578084858
1 , 6.7950305908 , 88.39841757 , 0 , 68.3102600992
0 , 2.69635198072 , 72.6474661844 , 0 , 27.2052250737
0 , 2.11850840743 , 15.4031178547 , 0 , 21.8699223608
1 , 9.69112509332 , 23.1412764269 , 0 , 97.0769814107
0 , 3.16566985946 , 24.9784055347 , 1 , 31.9639623207
1 , 7.74083558372 , 78.4817691118 , 1 , 1077.88455714
0 , 3.76166046698 , 65.3795117141 , 0 , 38.0536819089
0 , 1.91156879357 , 61.8643127114 , 0 , 19.1226652511
0 , 1.58583600433 , 25.0888673337 , 1 , 15.8920792523
0 , 9.02539444121 , 1.16099928516 , 0 , 90.6164907459
0 , 7.26229815364 , 36.4455075852 , 1 , 73.2435496595
0 , 2.12080131231 , 62.4038263608 , 0 , 21.4967965212
0 , 7.79816349421 , 45.8237322458 , 1 , 78.4995570516
0 , 5.57057273262 , 59.0192982519 , 1 , 56.1000424103
0 , 3.9192924969 , 4.15024192946 , 0 , 39.7076348316
1 , 9.46522879368 , 26.9052051078 , 1 , 1094.97799885
0 , 5.70917805474 , 28.4612280258 , 0 , 57.6824842825
1 , 7.56097150355 , 55.8366914398 , 1 , 1075.96655283
0 , 9.86597578943 , 66.3844235865 , 0 , 99.3313262053
0 , 0.919364717031 , 68.4553135067 , 0 , 9.67003939817
0 , 3.35813472906 , 36.23275159 , 0 , 33.5973119587
0 , 4.61591539433 , 46.76187104 , 0 , 46.1679130734
1 , 8.36048614788 , 72.8128953945 , 0 , 83.8567059248
0 , 3.45588982542 , 12.161711635 , 0 , 34.6540754748
0 , 6.79671288352 , 37.1600181768 , 0 , 68.6252865314
0 , 3.37622515259 , 44.5111998281 , 0 , 34.1567072872
1 , 3.6666039272 , 86.35366173 , 1 , 1037.02084331
1 , 9.32709248335 , 13.4432691153 , 0 , 93.9266847677
1 , 5.50265206419 , 72.1882427802 , 1 , 1055.18186302
1 , 6.36340966317 , 43.8790095876 , 0 , 64.0035811346
1 , 3.90541414642 , 47.1156757408 , 0 , 39.2057872372
1 , 8.15543887422 , 48.3580843289 , 1 , 1081.70160402
1 , 8.58683944762 , 52.2003267722 , 0 , 86.104564538
0 , 5.31922726544 , 56.4383509869 , 0 , 53.6254710378
0 , 4.28048437899 , 84.219435095 , 1 , 42.9951947285
1 , 8.20856218321 , 78.9985934123 , 0 , 82.1731579582
0 , 1.96939665398 , 24.7403096788 , 1 , 20.0947308618
0 , 2.91931096434 , 15.8512921658 , 1 , 29.7289857883
1 , 7.15220591631 , 41.2826395575 , 1 , 1072.01617874
0 , 9.39304614523 , 25.2348550098 , 0 , 94.0690913518
0 , 7.34609252165 , 11.6137158675 , 1 , 73.8370181096
0 , 9.72399697667 , 43.5870618628 , 1 , 97.8599855393
0 , 2.62130539507 , 92.3666693462 , 1 , 26.3702840854
1 , 9.21059869619 , 50.9280497215 , 1 , 1092.57462573
1 , 3.25219416446 , 49.5449043197 , 1 , 1032.86014909
0 , 9.04336207626 , 21.985177217 , 1 , 91.0242050385
0 , 9.12425988137 , 16.163031979 , 1 , 91.2573515434
1 , 2.76327328142 , 51.6712336737 , 0 , 28.0037968284
1 , 5.99920709703 , 59.1028705546 , 1 , 1060.13840531
1 , 9.18238791007 , 67.084755005 , 1 , 1092.07628995
0 , 7.09657827896 , 62.3545500463 , 0 , 71.1009105495
1 , 6.76045355055 , 36.4460874239 , 0 , 67.837845471
0 , 9.79080685696 , 55.0267289257 , 1 , 98.1362343519
0 , 2.245707749 , 21.0934522935 , 1 , 22.6155257084
0 , 4.54482954616 , 39.8308281748 , 1 , 45.6982501113
1 , 1.28789981249 , 36.8612738277 , 1 , 1013.49803945
0 , 1.24639279583 , 54.7507871369 , 1 , 13.0884931089
0 , 0.890004152999 , 76.1563826839 , 0 , 9.18922340098
0 , 1.68437306402 , 5.48314174263 , 1 , 16.951868649
0 , 9.03492200939 , 82.0748654712 , 0 , 90.5618047721
0 , 5.6300797316 , 60.2899016972 , 0 , 56.7047399136
1 , 6.18370294134 , 58.5321405475 , 1 , 1062.03352118
1 , 2.56897396921 , 68.2717623889 , 0 , 26.094962247
0 , 6.25472489035 , 51.2569986216 , 0 , 62.8083009228
1 , 6.26320708601 , 49.5559965082 , 1 , 1063.29794524
1 , 1.42171862811 , 88.5788003462 , 0 , 14.5579917432
1 , 8.10203847788 , 9.38076398061 , 0 , 81.3526158015
1 , 0.947005258721 , 57.0080756028 , 0 , 9.9634262395
0 , 3.89982687696 , 74.2031890136 , 0 , 39.1904832712
1 , 9.81074628482 , 5.26263846282 , 0 , 98.5333909061
1 , 5.23875280508 , 5.87192121738 , 1 , 1052.84631838
0 , 7.44770004161 , 92.7479010116 , 1 , 74.9336732386
1 , 1.91539113434 , 55.1357413763 , 1 , 1019.78424843
1 , 2.87244145224 , 96.5295951478 , 0 , 28.8969524917
1 , 4.67804531449 , 65.4879056297 , 1 , 1047.30183026
0 , 8.55418618654 , 63.5387928912 , 0 , 85.9407326912
1 , 6.74331414836 , 4.48143440907 , 0 , 67.8862794448
0 , 9.47883533045 , 28.4999493017 , 0 , 94.8097108274
1 , 4.4634202842 , 73.4610979418 , 0 , 44.9511161212
1 , 1.02812089355 , 24.7135714629 , 0 , 10.4329302761
0 , 4.1063123764 , 10.4638386231 , 0 , 41.0896370053
0 , 2.99493722637 , 33.9053873134 , 1 , 30.1980080497
0 , 2.58258114775 , 55.6397648531 , 0 , 26.278783849
1 , 6.77654924049 , 46.4654843181 , 1 , 1068.35619543
0 , 9.8569500228 , 8.78582490814 , 1 , 98.9651081888
0 , 1.85474960712 , 63.5694546163 , 1 , 19.1733890785
1 , 4.37589659911 , 60.4182144741 , 1 , 1044.39886828
1 , 9.76955291488 , 28.9558839527 , 0 , 97.850549168
1 , 6.60469557385 , 23.303127032 , 1 , 1066.63886701
0 , 9.35955794995 , 54.5372708661 , 1 , 93.8482920326
1 , 6.96295759991 , 64.008247883 , 0 , 69.9255446079
1 , 0.606689092581 , 82.8172157803 , 1 , 1006.59070604
0 , 3.69912287688 , 3.97404822214 , 0 , 37.5701114799
1 , 6.67366040828 , 18.8946224423 , 1 , 1066.83595672
0 , 3.91580412319 , 13.9149240931 , 1 , 39.2655169606
0 , 6.80105665937 , 59.2318675813 , 0 , 68.1434402119
1 , 2.72603888562 , 9.26366791197 , 0 , 27.7766114161
1 , 1.48256422441 , 9.34374771224 , 1 , 1015.42735762
1 , 3.00316922497 , 67.3637915344 , 0 , 30.4566401381
1 , -1 , 90.5226811494 , 1 , 1073.77456524
1 , 4.99401489673 , 84.5666332521 , 1 , 1050.36925828
1 , 3.18201850156 , 22.0657203603 , 0 , 32.0844489327
0 , 6.95099644661 , 54.2486296967 , 0 , 70.0742172804
0 , 7.94499678883 , 18.3797847024 , 1 , 79.4750171465
0 , 4.90841234175 , 44.4498846651 , 0 , 49.1674051184
1 , 7.71182298676 , 77.646334951 , 1 , 1077.28272905
0 , 8.54853221379 , 87.1481591365 , 0 , 85.8331388179
0 , 3.42339376445 , 88.1682208707 , 1 , 34.8224974215
1 , 1.57933983408 , 58.0898719467 , 1 , 1015.9810242
1 , 4.85383345089 , 57.371810907 , 0 , 48.7585141042
0 , 4.35845202508 , 78.4694638887 , 0 , 44.2014974206
1 , 1.37183703714 , 24.7988069676 , 0 , 14.0171993358
0 , 8.38183692404 , 24.2511361894 , 1 , 83.8251727357
1 , 7.08058175561 , 72.5132949882 , 1 , 1071.09409626
0 , 5.5389462298 , 28.7171069146 , 0 , 55.7717164859
0 , 9.31012159487 , 60.7527346808 , 1 , 93.4597592038
1 , 5.16953754446 , 12.1819683817 , 1 , 1051.80401904
0 , 6.56513747817 , 71.0581532814 , 1 , 65.790777101
1 , 3.57255006971 , 16.8628533932 , 0 , 36.4075188981
0 , 1.12728811872 , 88.8940431326 , 1 , 11.6365684253
1 , 5.57325016116 , 60.2991996727 , 1 , 1056.08522573
0 , 9.60962894895 , 78.5240657567 , 0 , 96.2930283869
0 , 9.26900595742 , 55.8135810057 , 0 , 92.9861829676
0 , 3.93490883547 , 67.194267631 , 0 , 39.8779611971
0 , 7.7896221248 , 28.8176639148 , 0 , 78.4944489674
0 , 8.25489586658 , 35.0243218574 , 0 , 82.5707056797
1 , 7.0357535259 , 67.4022355354 , 1 , 1071.00608671
0 , 4.48824462672 , 96.0439207646 , 1 , 45.473449809
1 , 2.44195078262 , 92.5419432107 , 1 , 1024.44445397
1 , 3.18357696299 , 46.1482659497 , 0 , 31.8521379453
0 , 2.7184081455 , 13.80069841 , 0 , 27.3220571835
0 , 4.20741936689 , 23.5157635356 , 1 , 42.6124946155
